panel,delta,input,T,y,width,p0,coherent,omitted_cross,nonlinear,cc,cl,ll
a,1e-06,1,242.44843145461283,-10.4,139.78180006918654,0.03679019946676568,-8.54771964749068e-05,-4.700621136786778e-05,-8.537208797311513e-05,-1.0316440835114529e-05,-3.847098510703902e-05,-3.668977053275325e-05
a,1e-06,1,242.44843145461283,-10.0,139.78180006918654,0.03679019946676568,-8.243588693130647e-05,-4.5663866314115604e-05,-8.233803828468916e-05,-9.608185125771577e-06,-3.677202061719086e-05,-3.6055681188344026e-05
a,1e-06,1,242.44843145461283,-9.600000000000001,139.78180006918654,0.03679019946676568,-7.944720694197415e-05,-4.434907228161198e-05,-7.935624040206202e-05,-8.928041595382608e-06,-3.509813466036217e-05,-3.5421030686229374e-05
a,1e-06,1,242.44843145461283,-9.200000000000001,139.78180006918654,0.03679019946676568,-7.651121385682246e-05,-4.3061746385587863e-05,-7.642676319181974e-05,-8.275721009576938e-06,-3.344946747123459e-05,-3.4786025376010926e-05
a,1e-06,1,242.44843145461283,-8.8,139.78180006918654,0.03679019946676568,-7.362797176411769e-05,-4.180181559824855e-05,-7.354968457632532e-05,-7.650943132253282e-06,-3.1826156165869146e-05,-3.4150872465995266e-05
a,1e-06,1,242.44843145461283,-8.4,139.78180006918654,0.03679019946676568,-7.079755194541051e-05,-4.0569216921592516e-05,-7.072508878289835e-05,-7.053436976901554e-06,-3.0228335023817993e-05,-3.3515779944690965e-05
a,1e-06,1,242.44843145461283,-8.0,139.78180006918654,0.03679019946676568,-6.802003331713887e-05,-3.936389754823623e-05,-6.795306634749254e-05,-6.482941046944834e-06,-2.8656135768902642e-05,-3.28809565012914e-05
a,1e-06,1,242.44843145461283,-7.6000000000000005,139.78180006918654,0.03679019946676568,-6.52955028595938e-05,-3.818581501105124e-05,-6.523371680688256e-05,-5.939203565160864e-06,-2.7109687848542553e-05,-3.224661144589038e-05
a,1e-06,1,242.44843145461283,-7.2,139.78180006918654,0.03679019946676568,-6.262405603207888e-05,-3.703493732116085e-05,-6.256714754881987e-05,-5.421982692271883e-06,-2.5589118710918023e-05,-3.161295462888897e-05
a,1e-06,1,242.44843145461283,-6.800000000000001,139.78180006918654,0.03679019946676568,-6.000579717425802e-05,-3.591124309454136e-05,-5.9953474614071744e-05,-4.931046734788029e-06,-2.409455407971666e-05,-3.098019635975333e-05
a,1e-06,1,242.44843145461283,-6.4,139.78180006918654,0.03679019946676568,-5.744083989383823e-05,-3.481472166775429e-05,-5.739282356823777e-05,-4.4661743421776414e-06,-2.2626118226083942e-05,-3.0348547325576647e-05
a,1e-06,1,242.44843145461283,-6.0,139.78180006918654,0.03679019946676568,-5.492930743933434e-05,-3.374537320217913e-05,-5.488532825370651e-05,-4.027154693463765e-06,-2.118393423715521e-05,-2.9718218508715366e-05
a,1e-06,1,242.44843145461283,-5.6000000000000005,139.78180006918654,0.03679019946676568,-5.24713330587398e-05,-3.270320877769308e-05,-5.243113375592162e-05,-3.6137876733077433e-06,-1.9768124281046718e-05,-2.9089421104385336e-05
a,1e-06,1,242.44843145461283,-5.2,139.78180006918654,0.03679019946676568,-5.006706034279328e-05,-3.1688250475154234e-05,-5.003039424305439e-05,-3.22588403768815e-06,-1.837880986763905e-05,-2.8462366437466084e-05
a,1e-06,1,242.44843145461283,-4.800000000000001,139.78180006918654,0.03679019946676568,-4.7716643553461845e-05,-3.070053144851224e-05,-4.7683274606323545e-05,-2.863265569229997e-06,-1.7016112104949602e-05,-2.7837265879282246e-05
a,1e-06,1,242.44843145461283,-4.4,139.78180006918654,0.03679019946676568,-4.542024793673273e-05,-2.9740095986130112e-05,-4.5389950301504e-05,-2.5257652222781668e-06,-1.5680151950602615e-05,-2.7214330763851947e-05
a,1e-06,1,242.44843145461283,-4.0,139.78180006918654,0.03679019946676568,-4.317805001958255e-05,-2.8806999561588385e-05,-4.31506082655686e-05,-2.2132272577889633e-06,-1.4371050457994162e-05,-2.659377230379942e-05
a,1e-06,1,242.44843145461283,-3.6,139.78180006918654,0.03679019946676568,-4.099023789122617e-05,-2.7901308874357504e-05,-4.0965446919422055e-05,-1.925507368103346e-06,-1.3088929016868667e-05,-2.5975801506254156e-05
a,1e-06,1,242.44843145461283,-3.2,139.78180006918654,0.03679019946676568,-3.885701146782127e-05,-2.7023101880007426e-05,-3.883467563643023e-05,-1.6624727916812678e-06,-1.1833909587813843e-05,-2.5360629088326158e-05
a,1e-06,1,242.44843145461283,-2.8000000000000003,139.78180006918654,0.03679019946676568,-3.67785827405941e-05,-2.6172467810240133e-05,-3.67585160766723e-05,-1.4240024178549356e-06,-1.060611493035397e-05,-2.4748465392385197e-05
