delta,beta,psi_initial,q,k,w,B_re,B_im,E_re,E_im
1e-06,76.84086556654509,0.394434994904666,1.463755132164102e-06,1.4308014340994877,139.78180006918654,1.6594321727119377,1.1094714163546826e-16,-1.6347846848398935,0.014339985708324047
1e-05,24.366477292499937,1.0514405261910993,1.557382947500168e-05,1.330402899337754,47.53864655199555,-1.075273391788983,-1.169972046640105,1.128642602291064,1.1122244038296047
