record_index,delta,L_B,constraint_residual,finite_q_relative_error,incoming_plateau,outgoing_plateau
283,9.999999999177334e-07,10.32441371623056,2.2410323380003816e-15,7.626401466060781e-08,True,True
284,9.999999999177334e-07,13.778291355742194,8.32396217925746e-16,4.13089745543178e-11,True,True
285,9.999999999177334e-07,7.84868731961126,1.792775726049828e-15,6.633400191959701e-08,True,True
286,9.999999999177334e-07,9.921013903318242,3.184952301893418e-15,7.472843510241303e-08,True,True
287,9.999999999177334e-07,13.374891542829877,1.3871689170594226e-15,3.4943288859337963e-08,True,True
288,9.999999999177334e-07,7.853695675234495,1.8242785754241098e-15,6.635557058563713e-08,True,True
289,9.999999999177334e-07,9.926022258941476,3.2528098053638543e-15,7.47471806773417e-08,True,True
290,9.999999999177334e-07,13.379899898453111,2.625258129577957e-15,3.494185321543942e-08,True,True
291,9.999999999177334e-07,7.853695675234495,1.8242785754241098e-15,6.635557058563713e-08,True,True
292,9.999999999177334e-07,9.926022258941476,3.2528098053638543e-15,7.47471806773417e-08,True,True
293,9.999999999177334e-07,13.379899898453111,2.625258129577957e-15,3.494185321543942e-08,True,True
294,9.999999999177334e-07,7.853695675234495,1.8242785754241098e-15,6.635557058563713e-08,True,True
295,9.999999999177334e-07,9.926022258941476,3.2528098053638543e-15,7.47471806773417e-08,True,True
296,9.999999999177334e-07,13.379899898453111,2.625258129577957e-15,3.494185321543942e-08,True,True
297,9.999999999177334e-07,7.853695675234495,1.8242785754241098e-15,6.635557073171348e-08,True,True
298,9.999999999177334e-07,9.926022258941476,3.2528098053638543e-15,7.47471806773417e-08,True,True
299,9.999999999177334e-07,13.379899898453111,2.625258129577957e-15,3.494185321543942e-08,True,True
300,9.999999999177334e-07,7.4952351645425885,1.0660282335692162e-15,6.480948820487091e-08,True,True
301,9.999999999177334e-07,9.56756174824957,2.0203565383181132e-15,7.335653171883638e-08,True,True
302,9.999999999177334e-07,13.021439387761205,2.030215684186798e-15,3.497697518992961e-08,True,True
303,9.999999999177334e-07,7.500243520165824,1.6087391835339915e-15,6.483160030668777e-08,True,True
304,9.999999999177334e-07,9.572570103872806,2.746555153448904e-15,7.337668743880069e-08,True,True
305,9.999999999177334e-07,13.026447743384441,1.2430445670182089e-15,3.497727659352869e-08,True,True
306,9.999999999177334e-07,7.500243520165824,1.6087391835339915e-15,6.483160030668777e-08,True,True
307,9.999999999177334e-07,9.572570103872806,2.746555153448904e-15,7.337668743880069e-08,True,True
308,9.999999999177334e-07,13.026447743384441,1.2430445670182089e-15,3.497727659352869e-08,True,True
309,9.999999999177334e-07,7.5002435201658235,1.6087391835339915e-15,6.483159864793569e-08,True,True
310,9.999999999177334e-07,9.572570103872804,2.746555153448904e-15,7.337668817599964e-08,True,True
311,9.999999999177334e-07,13.026447743384441,1.2430445670182089e-15,3.497727659352869e-08,True,True
312,9.999999999177334e-07,7.500243520165824,1.6087391835339915e-15,6.483160030668777e-08,True,True
313,9.999999999177334e-07,9.572570103872806,2.746555153448904e-15,7.337668743880069e-08,True,True
314,9.999999999177334e-07,13.026447743384441,1.2430445670182089e-15,3.497727659352869e-08,True,True
315,3.162277660173629e-06,7.43873839713382,6.238889782670277e-15,6.112752509375445e-08,True,True
316,3.162277660173629e-06,9.33837109885366,3.2479071786651464e-15,6.795790462209485e-08,True,True
317,3.162277660173629e-06,12.504425601720056,2.0779564727973e-15,3.144569629602529e-08,True,True
318,3.162277660173629e-06,7.443746752757055,7.327558359886653e-15,6.114629298025464e-08,True,True
319,3.162277660173629e-06,9.343379454476894,2.964388310560187e-15,6.797512313219635e-08,True,True
320,3.162277660173629e-06,12.509433957343292,2.296435069014391e-15,3.144518369940982e-08,True,True
321,3.162277660173629e-06,7.443746752757056,7.271555929545988e-15,6.114628360017912e-08,True,True
322,3.162277660173629e-06,9.343379454476894,2.964388310560187e-15,6.797512342151804e-08,True,True
323,3.162277660173629e-06,12.509433957343292,2.296435069014391e-15,3.144518369940982e-08,True,True
324,3.162277660173629e-06,7.443746752757056,7.271555929545988e-15,6.114628360017912e-08,True,True
325,3.162277660173629e-06,9.343379454476894,2.964388310560187e-15,6.797512342151804e-08,True,True
326,3.162277660173629e-06,12.509433957343292,2.296435069014391e-15,3.144518369940982e-08,True,True
327,3.162277660173629e-06,7.443746752757056,7.271555929545988e-15,6.114628360017912e-08,True,True
328,3.162277660173629e-06,9.343379454476894,2.964388310560187e-15,6.797512342151804e-08,True,True
329,3.162277660173629e-06,12.509433957343292,2.296435069014391e-15,3.144518369940982e-08,True,True
330,3.162277660173629e-06,7.153764830956919,4.75957808050969e-15,6.004421758540353e-08,True,True
331,3.162277660173629e-06,9.053397532676758,6.882650916209543e-15,6.697663865147264e-08,True,True
332,3.162277660173629e-06,12.219452035543156,3.5214886562329184e-15,3.1474665475184264e-08,True,True
333,3.162277660173629e-06,7.158773186580154,9.028881632687329e-15,6.006241921429283e-08,True,True
334,3.162277660173629e-06,9.058405888299994,4.71599992943935e-15,6.699245396374037e-08,True,True
335,3.162277660173629e-06,12.224460391166392,3.895457090577481e-15,3.147415214294485e-08,True,True
336,3.162277660173629e-06,7.158773186580154,9.028881632687329e-15,6.006241921429283e-08,True,True
337,3.162277660173629e-06,9.058405888299994,4.71599992943935e-15,6.699245396374037e-08,True,True
338,3.162277660173629e-06,12.224460391166392,3.895457090577481e-15,3.147415214294485e-08,True,True
339,3.162277660173629e-06,7.158773186580154,9.028881632687329e-15,6.006241921429283e-08,True,True
340,3.162277660173629e-06,9.058405888299994,4.71599992943935e-15,6.699245396374037e-08,True,True
341,3.162277660173629e-06,12.224460391166392,3.895457090577481e-15,3.147415214294485e-08,True,True
342,3.162277660173629e-06,7.158773186580154,9.028881632687329e-15,6.006241921429283e-08,True,True
343,3.162277660173629e-06,9.058405888299994,4.71599992943935e-15,6.699245396374037e-08,True,True
344,3.162277660173629e-06,12.224460391166392,3.895457090577481e-15,3.147415214294485e-08,True,True
345,3.162277660173629e-06,6.812620316216987,9.578727141166827e-15,5.872168062402927e-08,True,True
346,3.162277660173629e-06,8.712253017936826,3.553196487580436e-15,6.577845816430358e-08,True,True
347,3.162277660173629e-06,11.878307520803222,2.051466364404869e-15,3.1510878754136764e-08,True,True
348,3.162277660173629e-06,6.817628671840222,8.129434286656932e-15,5.874160987019794e-08,True,True
349,3.162277660173629e-06,8.71726137356006,3.503717904999523e-15,6.579628154926565e-08,True,True
350,3.162277660173629e-06,11.883315876426458,2.1330966235976606e-15,3.151031819444268e-08,True,True
351,3.162277660173629e-06,6.817628671840222,8.129434286656932e-15,5.874160987019794e-08,True,True
352,3.162277660173629e-06,8.71726137356006,3.503717904999523e-15,6.579628154926565e-08,True,True
353,3.162277660173629e-06,11.883315876426458,2.1330966235976606e-15,3.151031819444268e-08,True,True
354,3.162277660173629e-06,6.817628671840222,8.129434286656932e-15,5.874161005012094e-08,True,True
355,3.162277660173629e-06,8.717261373560062,3.503717904999523e-15,6.579628538425864e-08,True,True
356,3.162277660173629e-06,11.883315876426458,2.1330966235976606e-15,3.151031819444268e-08,True,True
357,3.162277660173629e-06,6.817628671840222,8.129434286656932e-15,5.874160987019794e-08,True,True
358,3.162277660173629e-06,8.71726137356006,3.503717904999523e-15,6.579628154926565e-08,True,True
359,3.162277660173629e-06,11.883315876426458,2.1330966235976606e-15,3.151031819444268e-08,True,True
360,1.0000000000065512e-05,6.7947825742940315,1.8904125362534732e-14,5.428521950132788e-08,True,True
361,1.0000000000065512e-05,8.521721394038583,1.0360486882472764e-14,5.95968493519206e-08,True,True
362,1.0000000000065512e-05,11.399952760279502,5.165762565970122e-15,2.725773173454382e-08,True,True
363,1.0000000000065512e-05,6.7997909299172665,2.0645764015492923e-14,5.430133958743801e-08,True,True
364,1.0000000000065512e-05,8.526729749661818,9.829952878157716e-15,5.961162634190699e-08,True,True
365,1.0000000000065512e-05,11.404961115902738,5.229649178983831e-15,2.7257248688847596e-08,True,True
366,1.0000000000065512e-05,6.7997909299172665,1.922409968165657e-14,5.4301423318873676e-08,True,True
367,1.0000000000065512e-05,8.526729749661818,9.829952878157716e-15,5.961162634190699e-08,True,True
368,1.0000000000065512e-05,11.404961115902738,5.229649178983831e-15,2.7257248468492017e-08,True,True
369,1.0000000000065512e-05,6.7997909299172665,2.0645764015492923e-14,5.430133958743801e-08,True,True
370,1.0000000000065512e-05,8.526729749661818,9.829952878157716e-15,5.961162634190699e-08,True,True
371,1.0000000000065512e-05,11.404961115902738,5.229649178983831e-15,2.7257248688847596e-08,True,True
372,1.0000000000065512e-05,6.7997909299172665,2.0645764015492923e-14,5.430133958743801e-08,True,True
373,1.0000000000065512e-05,8.526729749661818,9.829952878157716e-15,5.961162634190699e-08,True,True
374,1.0000000000065512e-05,11.404961115902738,5.229649178983831e-15,2.7257248688847596e-08,True,True
375,1.0000000000065512e-05,6.4863497202064435,1.3146761104884316e-14,5.328458623563698e-08,True,True
376,1.0000000000065512e-05,8.213288539950996,1.4030226633265919e-14,5.8683640551816464e-08,True,True
377,1.0000000000065512e-05,11.091519906191914,6.9404795495844884e-15,2.728993063271025e-08,True,True
378,1.0000000000065512e-05,6.491358075829679,1.4912089575311316e-14,5.330098414749492e-08,True,True
379,1.0000000000065512e-05,8.21829689557423,9.477485528146257e-15,5.869788048818086e-08,True,True
380,1.0000000000065512e-05,11.09652826181515,7.509008063781575e-15,2.7289368632680174e-08,True,True
381,1.0000000000065512e-05,6.491358075829679,1.4912089575311316e-14,5.330098414749492e-08,True,True
382,1.0000000000065512e-05,8.21829689557423,9.477485528146257e-15,5.869788048818086e-08,True,True
383,1.0000000000065512e-05,11.09652826181515,7.509008063781575e-15,2.7289368632680174e-08,True,True
384,1.0000000000065512e-05,6.491358075829679,1.4912089575311316e-14,5.330098414749492e-08,True,True
385,1.0000000000065512e-05,8.21829689557423,9.477485528146257e-15,5.869788048818086e-08,True,True
386,1.0000000000065512e-05,11.09652826181515,7.509008063781575e-15,2.7289368632680174e-08,True,True
387,1.0000000000065512e-05,6.491358075829679,1.4912089575311316e-14,5.330098414749492e-08,True,True
388,1.0000000000065512e-05,8.21829689557423,9.477485528146257e-15,5.869788048818086e-08,True,True
389,1.0000000000065512e-05,11.09652826181515,7.509008063781575e-15,2.7289368632680174e-08,True,True
390,1.0000000000065512e-05,6.144635579353599,1.6563417575433254e-14,5.215235337972994e-08,True,True
391,1.0000000000065512e-05,7.871574399098151,1.6928149962520955e-14,5.7652192951363564e-08,True,True
392,1.0000000000065512e-05,10.74980576533907,8.428804529336809e-15,2.7328513814551123e-08,True,True
393,1.0000000000065512e-05,6.149643934976835,1.6947157381857342e-14,5.216893254034512e-08,True,True
394,1.0000000000065512e-05,7.876582754721387,1.1194241741245906e-14,5.766799094796657e-08,True,True
395,1.0000000000065512e-05,10.754814120962305,7.772645374548581e-15,2.7327859489277994e-08,True,True
396,1.0000000000065512e-05,6.149643934976834,1.6947157381857342e-14,5.2168932777433455e-08,True,True
397,1.0000000000065512e-05,7.876582754721386,1.1194241741245906e-14,5.766799094796657e-08,True,True
398,1.0000000000065512e-05,10.754814120962305,7.772645374548581e-15,2.7327859489277994e-08,True,True
399,1.0000000000065512e-05,6.149643934976834,1.6947157381857342e-14,5.2168932777433455e-08,True,True
400,1.0000000000065512e-05,7.876582754721386,1.1194241741245906e-14,5.766799094796657e-08,True,True
401,1.0000000000065512e-05,10.754814120962305,7.772645374548581e-15,2.7327859489277994e-08,True,True
402,1.0000000000065512e-05,6.149643934976834,1.6947157381857342e-14,5.2168932777433455e-08,True,True
403,1.0000000000065512e-05,7.876582754721386,1.1194241741245906e-14,5.766799094796657e-08,True,True
404,1.0000000000065512e-05,10.754814120962305,7.772645374548581e-15,2.7327859489277994e-08,True,True
405,3.1622776601514246e-05,6.152200430721798,3.2008223111931744e-14,4.536074233460733e-08,True,True
406,3.1622776601514246e-05,7.706445368493584,2.5621432059308447e-14,4.898605568854635e-08,True,True
407,3.1622776601514246e-05,10.296853598113225,1.96617353474815e-14,2.1510462051502883e-08,True,True
408,3.1622776601514246e-05,6.157208786345033,3.3254228906133554e-14,4.537289940963654e-08,True,True
409,3.1622776601514246e-05,7.711453724116819,2.6535631331148224e-14,4.89973370254745e-08,True,True
410,3.1622776601514246e-05,10.301861953736461,3.026051631493942e-14,2.1510334555157433e-08,True,True
411,3.1622776601514246e-05,6.157208786345033,3.3254228906133554e-14,4.537289940963654e-08,True,True
412,3.1622776601514246e-05,7.711453724116819,2.6535631331148224e-14,4.89973370254745e-08,True,True
413,3.1622776601514246e-05,10.301861953736461,3.026051631493942e-14,2.1510334555157433e-08,True,True
414,3.1622776601514246e-05,6.157208786345034,2.8112061289942147e-14,4.537360802131274e-08,True,True
415,3.1622776601514246e-05,7.711453724116819,2.6535631331148224e-14,4.899734066131244e-08,True,True
416,3.1622776601514246e-05,10.301861953736461,3.026051631493942e-14,2.1510334555157433e-08,True,True
417,3.1622776601514246e-05,6.157208786345033,3.3254228906133554e-14,4.537289940963654e-08,True,True
418,3.1622776601514246e-05,7.711453724116819,2.6535631331148224e-14,4.89973370254745e-08,True,True
419,3.1622776601514246e-05,10.301861953736461,3.026051631493942e-14,2.1510334555157433e-08,True,True
420,3.1622776601514246e-05,5.856066092035915,7.148341434840694e-14,4.463269414181118e-08,True,True
421,3.1622776601514246e-05,7.4103110298077,2.887924274719289e-14,4.8318366333623634e-08,True,True
422,3.1622776601514246e-05,10.000719259427342,1.9796230626978328e-14,2.1539340926040426e-08,True,True
423,3.1622776601514246e-05,5.86107444765915,7.241821346152394e-14,4.464511672687398e-08,True,True
424,3.1622776601514246e-05,7.415319385430935,3.248226340679672e-14,4.832980295155567e-08,True,True
425,3.1622776601514246e-05,10.005727615050578,2.897335149576463e-14,2.1538965209579172e-08,True,True
426,3.1622776601514246e-05,5.86107444765915,7.241821346152394e-14,4.464511672687398e-08,True,True
427,3.1622776601514246e-05,7.415319385430935,3.248226340679672e-14,4.832980295155567e-08,True,True
428,3.1622776601514246e-05,10.005727615050578,2.897335149576463e-14,2.1538965209579172e-08,True,True
429,3.1622776601514246e-05,5.86107444765915,7.241821346152394e-14,4.464511672687398e-08,True,True
430,3.1622776601514246e-05,7.415319385430935,3.248226340679672e-14,4.832980295155567e-08,True,True
431,3.1622776601514246e-05,10.005727615050578,2.897335149576463e-14,2.1538965209579172e-08,True,True
432,3.1622776601514246e-05,5.86107444765915,7.241821346152394e-14,4.464511672687398e-08,True,True
433,3.1622776601514246e-05,7.415319385430935,3.248226340679672e-14,4.832980295155567e-08,True,True
434,3.1622776601514246e-05,10.005727615050578,2.897335149576463e-14,2.1538965209579172e-08,True,True
435,3.1622776601514246e-05,5.514622823693265,2.4416666605242554e-14,4.37770632746405e-08,True,True
436,3.1622776601514246e-05,7.06886776146505,2.0721217710434336e-14,4.7535197731396e-08,True,True
437,3.1622776601514246e-05,9.659275991084693,1.165690807769515e-14,2.157434839751378e-08,True,True
438,3.1622776601514246e-05,5.5196311793165,2.5906577230672134e-14,4.3789495085738645e-08,True,True
439,3.1622776601514246e-05,7.073876117088285,3.046955049379463e-14,4.75472492352546e-08,True,True
440,3.1622776601514246e-05,9.664284346707927,2.0563059718523014e-14,2.1573688351847145e-08,True,True
441,3.1622776601514246e-05,5.519631179316501,2.5906577230672134e-14,4.378949591821257e-08,True,True
442,3.1622776601514246e-05,7.073876117088286,3.046955049379463e-14,4.75472492352546e-08,True,True
443,3.1622776601514246e-05,9.664284346707927,2.0563059718523014e-14,2.1573688351847145e-08,True,True
444,3.1622776601514246e-05,5.5196311793165,2.5906577230672134e-14,4.3789495085738645e-08,True,True
445,3.1622776601514246e-05,7.073876117088285,3.046955049379463e-14,4.75472492352546e-08,True,True
446,3.1622776601514246e-05,9.664284346707927,2.0563059718523014e-14,2.1573688351847145e-08,True,True
447,3.1622776601514246e-05,5.5196311793165,2.5906577230672134e-14,4.3789495085738645e-08,True,True
448,3.1622776601514246e-05,7.073876117088285,3.046955049379463e-14,4.75472492352546e-08,True,True
449,3.1622776601514246e-05,9.664284346707927,2.0563059718523014e-14,2.1573688351847145e-08,True,True
450,9.99999999995449e-05,4.028587042434477,8.134465323550444e-14,3.115452975281126e-08,True,True
451,9.99999999995449e-05,5.410138098231587,7.950264795456019e-14,3.333304755194676e-08,True,True
452,9.99999999995449e-05,7.712723191226771,6.870545798953742e-14,1.4298714922724525e-08,True,True
453,9.99999999995449e-05,4.033595398057713,8.014422459012849e-14,3.116341644889186e-08,True,True
454,9.99999999995449e-05,5.415146453854823,8.144635139928358e-14,3.334038558768682e-08,True,True
455,9.99999999995449e-05,7.717731546850007,7.250103295497468e-14,1.4298327753619123e-08,True,True
456,9.99999999995449e-05,4.033595398057713,8.014422459012849e-14,3.116341644889186e-08,True,True
457,9.99999999995449e-05,5.415146453854823,8.144635139928358e-14,3.334038558768682e-08,True,True
458,9.99999999995449e-05,7.717731546850007,7.250103295497468e-14,1.4298327753619123e-08,True,True
459,9.99999999995449e-05,4.033595398057713,8.014422459012849e-14,3.116341644889186e-08,True,True
460,9.99999999995449e-05,5.415146453854823,8.144635139928358e-14,3.334038558768682e-08,True,True
461,9.99999999995449e-05,7.717731546850007,7.250103295497468e-14,1.4298327753619123e-08,True,True
462,9.99999999995449e-05,4.033595398057713,8.014422459012849e-14,3.116341644889186e-08,True,True
463,9.99999999995449e-05,5.415146453854823,8.144635139928358e-14,3.334038558768682e-08,True,True
464,9.99999999995449e-05,7.717731546850007,7.250103295497468e-14,1.4298327753619123e-08,True,True
465,9.99999999995449e-05,4.902037176073144,9.858737090584491e-14,3.25754956474786e-08,True,True
466,9.99999999995449e-05,6.283588231870254,1.0197918898224856e-13,3.457917458799918e-08,True,True
467,9.99999999995449e-05,8.586173324865438,4.161775091215958e-14,1.4230288864224829e-08,True,True
468,9.99999999995449e-05,4.9070455316963795,9.404152803704768e-14,3.2583066303377975e-08,True,True
469,9.99999999995449e-05,6.2885965874934895,9.858086569280999e-14,3.4586115709692514e-08,True,True
470,9.99999999995449e-05,8.591181680488672,7.029262154983895e-14,1.4229776271750108e-08,True,True
471,9.99999999995449e-05,4.907045531696379,9.404152803704768e-14,3.2583069580253985e-08,True,True
472,9.99999999995449e-05,6.2885965874934895,9.858086569280999e-14,3.458611671727909e-08,True,True
473,9.99999999995449e-05,8.591181680488672,7.029262154983895e-14,1.4229776271750108e-08,True,True
474,9.99999999995449e-05,4.907045531696379,9.404152803704768e-14,3.2583069580253985e-08,True,True
475,9.99999999995449e-05,6.2885965874934895,9.858086569280999e-14,3.458611671727909e-08,True,True
476,9.99999999995449e-05,8.591181680488672,7.029262154983895e-14,1.4229776271750108e-08,True,True
477,9.99999999995449e-05,4.9070455316963795,9.404152803704768e-14,3.2583066303377975e-08,True,True
478,9.99999999995449e-05,6.2885965874934895,9.858086569280999e-14,3.4586115709692514e-08,True,True
479,9.99999999995449e-05,8.591181680488672,7.029262154983895e-14,1.4229776271750108e-08,True,True
480,9.99999999995449e-05,4.923497366952139,1.0458084051534478e-13,3.260806224262349e-08,True,True
481,9.99999999995449e-05,6.30504842274925,1.1344744588193123e-13,3.4609337583218654e-08,True,True
482,9.99999999995449e-05,8.607633515744434,6.790141365842217e-14,1.4228890408785926e-08,True,True
483,9.99999999995449e-05,4.928505722575374,1.005697261580174e-13,3.2615657113676406e-08,True,True
484,9.99999999995449e-05,6.310056778372485,9.422324032115625e-14,3.4616127040338086e-08,True,True
485,9.99999999995449e-05,8.612641871367668,7.101264021258658e-14,1.422855025577897e-08,True,True
486,9.99999999995449e-05,4.928505722575374,1.005697261580174e-13,3.2615657113676406e-08,True,True
487,9.99999999995449e-05,6.310056778372485,9.422324032115625e-14,3.4616127040338086e-08,True,True
488,9.99999999995449e-05,8.612641871367668,7.101264021258658e-14,1.422855025577897e-08,True,True
489,9.99999999995449e-05,4.928505722575374,1.005697261580174e-13,3.2615657113676406e-08,True,True
490,9.99999999995449e-05,6.310056778372485,9.422324032115625e-14,3.461612754298019e-08,True,True
491,9.99999999995449e-05,8.612641871367668,7.101264021258658e-14,1.422855025577897e-08,True,True
492,9.99999999995449e-05,4.928505722575374,1.005697261580174e-13,3.2615657113676406e-08,True,True
493,9.99999999995449e-05,6.310056778372485,9.422324032115625e-14,3.4616127040338086e-08,True,True
494,9.99999999995449e-05,8.612641871367668,7.101264021258658e-14,1.422855025577897e-08,True,True
